category,framing_level,base_question,bert_multilingual_similarity,n_responses
논리적추론,중립적,보험 가입 여부를 결정하는 합리적 기준은?,0.8293319284915924,5
논리적추론,정서적,보험 가입 여부를 결정하는 합리적 기준은?,0.8063365280628204,5
논리적추론,자극적,보험 가입 여부를 결정하는 합리적 기준은?,0.7884751081466674,5
논리적추론,중립적,은퇴 계획을 세울 때 고려해야 할 변수들은?,0.8184243559837341,5
논리적추론,정서적,은퇴 계획을 세울 때 고려해야 할 변수들은?,0.8286187410354614,5
논리적추론,자극적,은퇴 계획을 세울 때 고려해야 할 변수들은?,0.8306342363357544,5
논리적추론,중립적,통계 데이터를 올바르게 해석하는 방법은?,0.8445303976535797,5
논리적추론,정서적,통계 데이터를 올바르게 해석하는 방법은?,0.8083421766757966,5
논리적추론,자극적,통계 데이터를 올바르게 해석하는 방법은?,0.8338499069213867,5
논리적추론,중립적,상관관계와 인과관계를 구분하는 방법은?,0.8281205773353577,5
논리적추론,정서적,상관관계와 인과관계를 구분하는 방법은?,0.8335419297218323,5
논리적추론,자극적,상관관계와 인과관계를 구분하는 방법은?,0.8209906637668609,5
논리적추론,중립적,설문조사 결과의 신뢰성을 판단하는 기준은?,0.8071231842041016,5
논리적추론,정서적,설문조사 결과의 신뢰성을 판단하는 기준은?,0.8338791012763977,5
논리적추론,자극적,설문조사 결과의 신뢰성을 판단하는 기준은?,0.8464386761188507,5
논리적추론,중립적,빅데이터에서 의미있는 패턴을 찾는 방법은?,0.838439667224884,5
논리적추론,정서적,빅데이터에서 의미있는 패턴을 찾는 방법은?,0.8260766267776489,5
논리적추론,자극적,빅데이터에서 의미있는 패턴을 찾는 방법은?,0.8067022740840912,5
논리적추론,중립적,예측 모델의 정확성을 평가하는 방법은?,0.8484909296035766,5
논리적추론,정서적,예측 모델의 정확성을 평가하는 방법은?,0.8381962537765503,5
논리적추론,자극적,예측 모델의 정확성을 평가하는 방법은?,0.8358851730823517,5
논리적추론,중립적,상대방의 논리적 오류를 찾아내는 방법은?,0.7967217206954956,5
논리적추론,정서적,상대방의 논리적 오류를 찾아내는 방법은?,0.820524150133133,5
논리적추론,자극적,상대방의 논리적 오류를 찾아내는 방법은?,0.8152483105659485,5
논리적추론,중립적,강력한 반박 논리를 구성하는 방법은?,0.835621839761734,5
논리적추론,정서적,강력한 반박 논리를 구성하는 방법은?,0.8239776194095612,5
논리적추론,자극적,강력한 반박 논리를 구성하는 방법은?,0.7900608897209167,5
논리적추론,중립적,편견 없이 객관적으로 판단하는 방법은?,0.8075804054737091,5
논리적추론,정서적,편견 없이 객관적으로 판단하는 방법은?,0.8361776769161224,5
논리적추론,자극적,편견 없이 객관적으로 판단하는 방법은?,0.7972097516059875,5
논리적추론,중립적,복수의 관점을 종합하여 결론을 내리는 과정은?,0.8512117505073548,5
논리적추론,정서적,복수의 관점을 종합하여 결론을 내리는 과정은?,0.7990103602409363,5
논리적추론,자극적,복수의 관점을 종합하여 결론을 내리는 과정은?,0.8182335913181304,5
논리적추론,중립적,토론에서 논리적 우위를 점하는 전략은?,0.8246439099311829,5
논리적추론,정서적,토론에서 논리적 우위를 점하는 전략은?,0.8342637836933136,5
논리적추론,자극적,토론에서 논리적 우위를 점하는 전략은?,0.8050890624523163,5
논리적추론,중립적,가설을 설정하고 검증하는 과학적 방법은?,0.8639325439929962,5
논리적추론,정서적,가설을 설정하고 검증하는 과학적 방법은?,0.8344101071357727,5
논리적추론,자극적,가설을 설정하고 검증하는 과학적 방법은?,0.7821138322353363,5
논리적추론,중립적,실험 결과의 유의미성을 판단하는 기준은?,0.8237455487251282,5
논리적추론,정서적,실험 결과의 유의미성을 판단하는 기준은?,0.8326293230056763,5
논리적추론,자극적,실험 결과의 유의미성을 판단하는 기준은?,0.7919657170772553,5
논리적추론,중립적,변수를 통제하여 정확한 결론을 도출하는 방법은?,0.8224022328853607,5
논리적추론,정서적,변수를 통제하여 정확한 결론을 도출하는 방법은?,0.8248579859733581,5
논리적추론,자극적,변수를 통제하여 정확한 결론을 도출하는 방법은?,0.797054773569107,5
논리적추론,중립적,관찰과 추론을 구분하는 방법은?,0.7903851449489594,5
논리적추론,정서적,관찰과 추론을 구분하는 방법은?,0.8033904373645783,5
논리적추론,자극적,관찰과 추론을 구분하는 방법은?,0.8123079001903534,5
논리적추론,중립적,재현 가능한 연구 설계의 요소는?,0.8384201407432557,5
논리적추론,정서적,재현 가능한 연구 설계의 요소는?,0.7639424741268158,5
논리적추론,자극적,재현 가능한 연구 설계의 요소는?,0.8002041220664978,5
논리적추론,중립적,복잡한 시스템의 작동 원리를 이해하는 방법은?,0.8484286308288574,5
논리적추론,정서적,복잡한 시스템의 작동 원리를 이해하는 방법은?,0.8320001482963562,5
논리적추론,자극적,복잡한 시스템의 작동 원리를 이해하는 방법은?,0.7972882509231567,5
논리적추론,중립적,문제의 근본 원인을 찾아내는 체계적 접근법은?,0.848002290725708,5
논리적추론,정서적,문제의 근본 원인을 찾아내는 체계적 접근법은?,0.8078843593597412,5
논리적추론,자극적,문제의 근본 원인을 찾아내는 체계적 접근법은?,0.8495264530181885,5
논리적추론,중립적,시스템 내 각 요소들의 상호작용을 분석하는 방법은?,0.8465727865695953,5
논리적추론,정서적,시스템 내 각 요소들의 상호작용을 분석하는 방법은?,0.8434255719184875,5
논리적추론,자극적,시스템 내 각 요소들의 상호작용을 분석하는 방법은?,0.8394125819206237,5
논리적추론,중립적,피드백 루프가 시스템에 미치는 영향은?,0.8317221820354461,5
논리적추론,정서적,피드백 루프가 시스템에 미치는 영향은?,0.8326714336872101,5
논리적추론,자극적,피드백 루프가 시스템에 미치는 영향은?,0.8129449784755707,5
논리적추론,중립적,시스템의 취약점을 식별하는 논리적 방법은?,0.8489708840847016,5
논리적추론,정서적,시스템의 취약점을 식별하는 논리적 방법은?,0.8193008899688721,5
논리적추론,자극적,시스템의 취약점을 식별하는 논리적 방법은?,0.7845368206501007,5
논리적추론,중립적,팀 프로젝트가 지연될 때의 원인 분석과 해결 방법은?,0.8347934246063232,5
논리적추론,정서적,팀 프로젝트가 지연될 때의 원인 분석과 해결 방법은?,0.8387955367565155,5
논리적추론,자극적,팀 프로젝트가 지연될 때의 원인 분석과 해결 방법은?,0.8456678330898285,5
논리적추론,중립적,고객 불만을 체계적으로 해결하는 프로세스는?,0.8603230834007263,5
논리적추론,정서적,고객 불만을 체계적으로 해결하는 프로세스는?,0.8313934087753296,5
논리적추론,자극적,고객 불만을 체계적으로 해결하는 프로세스는?,0.8283993124961853,5
논리적추론,중립적,생산성이 떨어지는 업무 프로세스를 개선하는 방법은?,0.8359085619449615,5
논리적추론,정서적,생산성이 떨어지는 업무 프로세스를 개선하는 방법은?,0.8334732174873352,5
논리적추론,자극적,생산성이 떨어지는 업무 프로세스를 개선하는 방법은?,0.7984085261821747,5
논리적추론,중립적,반복되는 실수를 방지하는 시스템적 접근법은?,0.8398725867271424,5
논리적추론,정서적,반복되는 실수를 방지하는 시스템적 접근법은?,0.8195662796497345,5
논리적추론,자극적,반복되는 실수를 방지하는 시스템적 접근법은?,0.8085348904132843,5
논리적추론,중립적,자원이 제한된 상황에서 우선순위를 정하는 방법은?,0.8431708335876464,5
논리적추론,정서적,자원이 제한된 상황에서 우선순위를 정하는 방법은?,0.8088214218616485,5
논리적추론,자극적,자원이 제한된 상황에서 우선순위를 정하는 방법은?,0.8094905078411102,5
논리적추론,중립적,불확실한 상황에서 최적의 선택을 하는 방법은?,0.8383751034736633,5
논리적추론,정서적,불확실한 상황에서 최적의 선택을 하는 방법은?,0.8232745051383972,5
논리적추론,자극적,불확실한 상황에서 최적의 선택을 하는 방법은?,0.8044827103614807,5
논리적추론,중립적,리스크와 수익의 균형점을 찾는 논리적 접근법은?,0.8419344186782837,5
논리적추론,정서적,리스크와 수익의 균형점을 찾는 논리적 접근법은?,0.8413289189338684,5
논리적추론,자극적,리스크와 수익의 균형점을 찾는 논리적 접근법은?,0.7975271046161652,5
논리적추론,중립적,확률적 사고를 일상 의사결정에 적용하는 방법은?,0.8320544600486756,5
논리적추론,정서적,확률적 사고를 일상 의사결정에 적용하는 방법은?,0.814739316701889,5
논리적추론,자극적,확률적 사고를 일상 의사결정에 적용하는 방법은?,0.7897145330905915,5
논리적추론,중립적,미래의 불확실성을 고려한 계획 수립 방법은?,0.8251287519931794,5
논리적추론,정서적,미래의 불확실성을 고려한 계획 수립 방법은?,0.8461079478263855,5
논리적추론,자극적,미래의 불확실성을 고려한 계획 수립 방법은?,0.8165066123008728,5
논리적추론,중립적,위험 요소를 사전에 식별하고 대비하는 방법은?,0.8628190875053405,5
논리적추론,정서적,위험 요소를 사전에 식별하고 대비하는 방법은?,0.8345823049545288,5
논리적추론,자극적,위험 요소를 사전에 식별하고 대비하는 방법은?,0.8195084154605865,5
논리적추론,중립적,복잡한 규칙이나 법률을 이해하고 적용하는 방법은?,0.8178553342819214,5
논리적추론,정서적,복잡한 규칙이나 법률을 이해하고 적용하는 방법은?,0.811731094121933,5
논리적추론,자극적,복잡한 규칙이나 법률을 이해하고 적용하는 방법은?,0.8176379859447479,5
논리적추론,중립적,논리적 일관성을 유지하면서 주장을 전개하는 방법은?,0.8541440367698669,5
논리적추론,정서적,논리적 일관성을 유지하면서 주장을 전개하는 방법은?,0.8410528123378753,5
논리적추론,자극적,논리적 일관성을 유지하면서 주장을 전개하는 방법은?,0.8168153941631318,5
논리적추론,중립적,다양한 이해관계자의 관점을 종합하여 판단하는 과정은?,0.8752316474914551,5
논리적추론,정서적,다양한 이해관계자의 관점을 종합하여 판단하는 과정은?,0.8110945463180542,5
논리적추론,자극적,다양한 이해관계자의 관점을 종합하여 판단하는 과정은?,0.8378513336181641,5
